Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Class
2.78476234973,18.8415661822,-9.72978894238,9.83678174655,15.1898134476,-18.729534975,-23.9976206072,-22.5152333944,-1.46521709519,10.7449022495,1
2.77617486928,,-9.80783429375,10.1807658784,13.1861946265,-18.2836178835,-13.7955464378,-22.5152333944,-0.699436008179,9.54899350214,0
2.81052479107,18.8415661822,-9.57369823966,9.77945105791,14.188004037,-19.2497715818,-11.4154627848,-22.5152333944,-1.15411852859,10.3590581599,1
2.81052479107,18.8415661822,-9.6907662667,10.0661045011,14.188004037,-18.8781740056,-6.76283633041,,-1.10625721065,9.98867950178,1
2.81052479107,18.8415661822,-9.72978894238,9.66478968062,16.0663966818,-18.5065764293,-8.16044854801,-22.5152333944,-1.80024632075,10.9195344846,1
2.81052479107,18.8415661822,-9.76881161807,10.0087738125,16.8177537397,-19.1011325513,-29.6128849999,-22.5152333944,-1.80024632075,10.9829826077,1
2.81052479107,18.8415661822,-9.92490232079,9.72212036927,14.6889087423,-18.6552154598,-36.7572551217,-22.5152333944,-1.63273170797,10.9531820485,1
2.81052479107,18.8415661822,-9.61272091534,9.66478968062,14.3132302133,-18.3579373988,-19.6004939689,-22.5152333944,-0.723366667148,9.75400707878,1
2.68171258438,18.8415661822,-9.45663021261,10.2094312227,11.433028158,-19.0639727937,-27.0842567798,-22.5152333944,-1.01053457478,9.85591564597,0
2.69888754527,18.8415661822,-9.18347148284,10.2094312227,16.942979916,-19.3612508547,-20.7562856806,-22.5152333944,-1.51307841312,10.705357577,1
2.81052479107,18.8415661822,-9.49565288829,10.0374391568,12.4348375686,-18.6923752174,-23.9289341523,-22.5152333944,-0.9148119389,9.83620136478,1
2.81052479107,18.8415661822,-9.57369823966,9.52146295901,10.5564449238,-18.2092983683,12.1960557745,-22.5152333944,-0.747297326117,9.52525317609,1
2.75899990839,18.8415661822,-9.65174359102,10.0087738125,12.4348375686,-18.3950971564,-29.2596280152,-22.5152333944,-0.890881279931,10.1718656243,0
2.43267565144,18.8415661822,-9.65174359102,9.83678174655,14.188004037,-18.134978853,-5.43971144197,-22.5152333944,-0.723366667148,9.69230105626,1
2.67312510393,18.8415661822,-9.76881161807,10.1234351898,13.3114208028,-19.2126118242,-10.3303132,-22.5152333944,-0.819089303024,9.63370535746,0
2.81052479107,18.8415661822,-9.61272091534,10.2094312227,13.5618731554,-18.6180557022,-23.8148029223,-22.5152333944,-1.08232655168,10.3505182585,0
2.81052479107,18.8415661822,-9.41760753693,10.1521005341,14.9393610949,-18.4694166717,-18.491276006,-22.5152333944,-1.27377182343,10.3642065066,0
2.81052479107,18.8415661822,-9.37858486125,10.1521005341,14.563682566,-18.432256914,-13.329699606,-22.5152333944,-1.27377182343,10.1504580109,0
2.81052479107,18.8415661822,-9.53467556398,9.95144312384,15.3150396239,-17.9863398225,-8.14565212198,-22.5152333944,-1.32163314137,10.4662402607,0
2.81052479107,18.8415661822,-9.76881161807,10.0087738125,13.0609684501,-18.8410142479,1.84062219455,-22.5152333944,-1.01053457478,9.97747998343,0
2.81052479107,18.8415661822,-9.57369823966,10.0661045011,13.6870993317,-18.3207776411,-38.146019562,-22.5152333944,-0.651574690241,9.77751386621,0
2.81052479107,18.8415661822,-9.65174359102,9.92277777952,14.8141349186,-20.1044460073,-13.989113614,-22.5152333944,-0.819089303024,9.86875201366,1
2.81052479107,18.8415661822,-9.72978894238,10.0374391568,11.9339328633,-19.5470496429,-8.18348409463,-22.5152333944,-0.771227985086,9.59879857091,1
2.78476234973,18.8415661822,-9.37858486125,9.8941124352,11.5582543343,-18.2836178835,3.36090307376,-22.5152333944,-0.627644031272,9.80299759564,0
2.6301877017,18.8415661822,-9.65174359102,10.0087738125,12.9357422738,-18.8038544903,-11.4014647231,-22.5152333944,-0.890881279931,9.85860305635,0
2.76758738884,18.8415661822,-9.88587964511,10.2380965671,13.3114208028,-18.3207776411,-3.3784305688,-22.5152333944,-0.723366667148,9.63220242023,0
2.76758738884,18.8415661822,-9.65174359102,9.80811640223,13.5618731554,-17.9120203072,-13.2901317387,-22.5152333944,-1.03446523374,10.3839679825,0
2.75041242794,18.8415661822,-9.61272091534,9.83678174655,13.4366469791,-18.432256914,-7.83874153639,-22.5152333944,-1.17804918756,10.2321940529,0
2.81052479107,18.8415661822,-9.76881161807,10.1807658784,13.3114208028,-17.9491800649,-20.2889104866,-22.5152333944,-0.555852054366,9.53541393897,0
2.81052479107,18.8415661822,-9.61272091534,10.1234351898,14.3132302133,-18.0606593377,-31.0862865794,-22.5152333944,-0.890881279931,10.1062731562,0
2.81052479107,18.8415661822,-9.84685696943,10.2380965671,12.4348375686,-18.1721386106,-14.3361417676,-22.5152333944,-0.866950620962,9.59703066946,0
2.81052479107,18.8415661822,-9.80783429375,9.8941124352,18.1952416792,-18.9896532784,-16.6077302592,-22.5152333944,-1.68059302591,10.812468548,1
2.81052479107,18.8415661822,-9.80783429375,10.0374391568,12.8105160975,-18.5065764293,-33.245302047,-22.5152333944,-0.890881279931,9.96482750565,0
2.75041242794,18.8415661822,-9.84685696943,9.95144312384,13.9375516844,-18.6180557022,-15.9469395457,-22.5152333944,-1.13018786962,9.99715490973,0
2.81052479107,18.8415661822,-9.45663021261,9.80811640223,13.8123255081,-19.8814874615,-26.6794216436,-22.5152333944,-1.17804918756,10.2597802145,1
2.81052479107,18.8415661822,-9.45663021261,10.0947698454,14.4384563896,-20.0672862497,-11.4204938869,-22.5152333944,-0.819089303024,10.1796113757,1
2.81052479107,18.8415661822,-9.33956218557,10.2094312227,13.6870993317,-18.4694166717,-14.2386402992,-22.5152333944,-0.843019961993,9.82555652383,1
2.78476234973,18.8415661822,-9.2615168342,10.1521005341,12.8105160975,-19.6585289158,-34.2011846581,-22.5152333944,-0.9148119389,9.77963436214,1
2.81052479107,18.8415661822,-9.57369823966,10.0947698454,14.188004037,-19.1011325513,-14.9058679791,-22.5152333944,-1.24984116447,10.1411464432,1
2.76758738884,18.8415661822,-9.61272091534,10.0661045011,14.3132302133,-19.6213691581,-12.9506399362,-22.5152333944,-0.938742597869,10.0255724937,1
2.81052479107,18.8415661822,-9.10542613148,10.2380965671,14.6889087423,-19.1011325513,-15.326775589,-22.5152333944,-1.24984116447,10.1980592912,1
2.81052479107,18.8415661822,-9.49565288829,10.0087738125,14.6889087423,-19.43557037,-6.93960170405,-22.5152333944,-0.771227985086,9.90069423898,1
2.81052479107,18.8415661822,-9.6907662667,10.1234351898,13.1861946265,-19.4727301276,-27.5801686883,-22.5152333944,-0.890881279931,10.1046682773,1
2.81052479107,18.8415661822,-9.41760753693,9.86544709088,14.8141349186,-19.3240910971,-3.98476590303,-22.5152333944,-0.938742597869,9.91965411691,1
2.81052479107,18.8415661822,-9.88587964511,10.2667619114,14.3132302133,-19.732848431,-17.1066304487,-22.5152333944,-0.962673256838,10.0265053991,1
2.81052479107,18.8415661822,-9.41760753693,10.3527579443,14.0627778607,-18.9896532784,-19.8497639798,-22.5152333944,-1.03446523374,10.1070835373,1
2.81052479107,18.8415661822,-9.57369823966,9.69345502495,15.3150396239,-19.2126118242,-26.8148219665,-23.1475760536,-1.34556380034,10.221004762,1
2.81052479107,18.8415661822,-9.61272091534,9.14881348283,14.8141349186,-18.0978190954,-7.64521161109,-22.5152333944,-0.412268100552,9.54596847412,1
2.81052479107,18.8415661822,-9.76881161807,9.55012830334,13.0609684501,-18.2092983683,-4.2113709843,-22.5152333944,-0.67550534921,9.56134844069,1
2.81052479107,18.8415661822,-9.61272091534,9.83678174655,15.4402658002,,-25.3976950576,-22.5152333944,-1.65666236694,10.8726945744,1
2.69888754527,18.8415661822,-9.61272091534,10.2380965671,14.0627778607,-18.729534975,-5.14067308919,-22.5152333944,-0.938742597869,10.1684744837,0
2.72464998661,18.8415661822,-9.6907662667,10.0374391568,13.4366469791,-19.138292309,-12.9530558708,,-0.747297326117,9.66287121945,0
2.71606250616,18.8415661822,-9.61272091534,10.3240926,13.3114208028,-19.3240910971,-1.29686939695,-22.5152333944,-0.603713372303,9.45515549437,0
2.76758738884,18.8415661822,-9.65174359102,9.8941124352,12.3096113922,-18.432256914,-19.1926928341,-22.5152333944,-0.843019961993,10.0217863168,1
2.81052479107,18.8415661822,-9.37858486125,10.1521005341,13.1861946265,-18.3579373988,6.10938539437,-22.5152333944,-0.699436008179,9.49030340921,0
2.55290037768,18.8415661822,-9.65174359102,10.3814232887,12.9357422738,-18.2092983683,-6.21165128351,-22.5152333944,-0.531921395397,9.01060810254,0
2.75899990839,18.8415661822,-9.57369823966,9.95144312384,15.1898134476,-18.5437361869,-24.5704611753,-22.5152333944,-0.9148119389,9.91125531152,0
2.81052479107,18.8415661822,-9.30053950989,9.60745899198,13.8123255081,-18.5808959445,-22.3879589713,-22.5152333944,-0.651574690241,9.63982099917,1
2.81052479107,18.8415661822,-9.41760753693,10.0374391568,16.3168490344,-18.9524935208,-18.3200598743,-22.5152333944,-1.39342511828,10.3893552371,1
2.81052479107,18.8415661822,-9.88587964511,9.66478968062,16.5673013871,-18.8410142479,-20.761186806,-22.5152333944,-1.20197984653,10.257068226,1
2.81052479107,18.8415661822,-9.6907662667,9.69345502495,16.942979916,-18.6552154598,-15.9939390352,-22.5152333944,-1.608801049,10.8837094912,1
2.81052479107,18.8415661822,-9.0664034558,10.1807658784,14.6889087423,-18.6180557022,-18.1959413715,-22.5152333944,-1.27377182343,10.2556618417,0
2.81052479107,18.8415661822,-9.33956218557,9.55012830334,14.8141349186,-18.5065764293,-21.9088058144,-22.5152333944,-0.603713372303,9.59479825387,1
2.81052479107,18.8415661822,-9.53467556398,9.66478968062,12.9357422738,-18.0606593377,-13.1894960651,-22.5152333944,-0.603713372303,9.63452885036,1
2.81052479107,18.8415661822,-9.22249415852,9.98010846816,14.0627778607,-19.1011325513,-20.377569317,-22.5152333944,-0.866950620962,9.76683079585,0
2.59583777991,18.8415661822,-9.49565288829,10.1807658784,10.4312187475,-18.6180557022,-27.6683307556,-22.5152333944,-0.890881279931,10.0583429234,0
2.81052479107,18.8415661822,-9.45663021261,10.1234351898,12.4348375686,-18.5065764293,-14.5583365328,-22.5152333944,-0.866950620962,9.97184894377,0
2.81052479107,18.8415661822,-9.65174359102,9.57879364766,14.9393610949,-18.2092983683,-16.7229643867,-22.5152333944,-0.795158644055,9.76768972579,1
2.81052479107,18.8415661822,-9.80783429375,10.0947698454,11.9339328633,-18.2836178835,-16.0329151548,-22.5152333944,-0.747297326117,9.57137542264,0
2.81052479107,18.8415661822,-9.57369823966,10.1234351898,14.563682566,-18.2836178835,-6.422085994,-22.5152333944,-0.46012941849,9.56665613281,0
2.81052479107,18.8415661822,-9.96392499647,10.0374391568,15.6907181528,-18.2092983683,-13.4968272721,-22.5152333944,-1.2977024824,10.4309662071,0
2.81052479107,18.8415661822,-9.76881161807,9.92277777952,15.0645872712,-18.4694166717,6.42831354746,-22.5152333944,-0.388337441583,9.38286467952,0
2.81052479107,18.8415661822,-9.61272091534,9.72212036927,14.0627778607,-18.4694166717,-7.00669033175,-22.5152333944,-0.795158644055,9.80771980783,0
2.52713793634,18.8415661822,-9.49565288829,10.1807658784,11.5582543343,-18.3207776411,-14.6882695702,-22.5152333944,-0.46012941849,9.37627970578,0
2.76758738884,18.8415661822,-9.53467556398,9.95144312384,13.0609684501,-19.3612508547,-25.2190269337,-22.5152333944,-0.699436008179,9.80169176312,0
2.14070131627,18.8415661822,-9.65174359102,9.98010846816,13.9375516844,-18.2092983683,-12.0289369156,-22.5152333944,-0.819089303024,9.94104689763,0
2.81052479107,18.8415661822,-9.53467556398,9.98010846816,13.1861946265,-19.8443277039,-13.7716527032,-22.5152333944,-0.819089303024,9.73992875189,1
2.81052479107,18.8415661822,,10.1521005341,15.9411705055,-19.138292309,-29.4830042583,-22.5152333944,-1.15411852859,10.1034527567,1
2.81052479107,18.8415661822,-9.49565288829,10.1807658784,13.4366469791,-19.3984106124,-10.2174223211,-22.5152333944,-0.866950620962,9.80785334428,1
2.81052479107,18.8415661822,-8.6371540233,9.92277777952,14.0627778607,-18.432256914,-23.4163796819,-22.5152333944,-0.579782713334,9.5862340086,1
2.81052479107,18.8415661822,-9.6907662667,10.4387539773,12.6852899212,-18.5808959445,-26.2470908048,-22.5152333944,-0.866950620962,10.0136734901,1
2.81052479107,18.8415661822,-9.61272091534,9.37813623741,15.3150396239,-18.6552154598,-19.4227216262,-22.5152333944,-1.27377182343,10.399569593,1
2.81052479107,18.8415661822,-9.65174359102,10.1234351898,14.188004037,-19.3240910971,-30.1635382977,,-1.05839589271,10.4229642164,1
2.81052479107,18.8415661822,-9.6907662667,10.0947698454,15.3150396239,-19.2126118242,-13.2866386461,-22.5152333944,-1.34556380034,10.5507357387,1
2.73323746705,18.8415661822,-9.6907662667,9.95144312384,15.0645872712,-19.2126118242,-9.07366164221,-22.5152333944,-1.15411852859,10.0820085047,1
2.81052479107,18.8415661822,-9.72978894238,9.52146295901,14.4384563896,-18.7666947327,-15.5304669898,-22.5152333944,-1.03446523374,10.2245376772,1
2.81052479107,18.8415661822,-9.49565288829,10.0947698454,15.3150396239,-18.2464581259,-14.1651338611,-22.5152333944,-1.13018786962,10.1663142012,1
2.76758738884,18.8415661822,-9.65174359102,10.0661045011,12.3096113922,-18.2092983683,-21.3382924018,-22.5152333944,-0.699436008179,9.45072276508,0
2.81052479107,18.8415661822,-9.6907662667,9.92277777952,16.4420752107,-19.5842094005,-15.2480287926,-22.5152333944,-0.843019961993,10.0070435927,1
2.78476234973,18.8415661822,-9.37858486125,10.1234351898,13.9375516844,-17.8005410343,-22.5339565216,-22.5152333944,-1.01053457478,10.0347552049,0
2.6301877017,18.8415661822,-9.49565288829,10.2380965671,12.5600637449,-19.3612508547,-13.0325888969,-22.5152333944,-0.723366667148,9.52874238332,0
2.81052479107,18.8415661822,-9.45663021261,10.1807658784,15.5654919765,-18.1721386106,-6.35712038451,-22.5152333944,-0.938742597869,10.1520281008,0
2.73323746705,18.8415661822,-9.53467556398,10.0374391568,15.3150396239,-18.7666947327,-21.9147854462,-22.5152333944,-0.699436008179,9.43570248172,0
,18.8415661822,-9.22249415852,10.1807658784,13.8123255081,-18.5437361869,-26.7758767751,-22.5152333944,-1.17804918756,10.1865962747,0
2.76758738884,18.8415661822,-9.72978894238,10.0374391568,13.9375516844,-19.1754520666,-15.0070460669,-22.5152333944,-1.2259105055,10.4623917415,0
2.81052479107,18.8415661822,-9.61272091534,10.0947698454,14.8141349186,-18.2092983683,-7.27559816987,-22.5152333944,-0.579782713334,9.52253703224,0
2.73323746705,18.8415661822,-9.72978894238,9.98010846816,14.3132302133,-18.3950971564,-28.3361184891,-22.5152333944,-0.555852054366,9.30665552561,0
2.49278801456,18.8415661822,-9.72978894238,9.98010846816,14.8141349186,-18.5808959445,-20.7600176597,-22.5152333944,-0.67550534921,9.57683505795,1
2.81052479107,18.8415661822,-9.6907662667,9.98010846816,14.3132302133,-18.2464581259,-26.7571493848,-22.5152333944,-0.890881279931,9.66884681675,0
2.7418249475,18.8415661822,-9.57369823966,10.2094312227,11.5582543343,-18.1721386106,-16.1821922402,-22.5152333944,-0.436198759521,9.22537723176,0
2.81052479107,18.8415661822,-10.0809930235,10.3814232887,11.5582543343,-18.729534975,-17.8651191999,-22.5152333944,-0.866950620962,9.96468084136,0
2.81052479107,18.8415661822,-9.45663021261,10.1521005341,13.4366469791,-18.2092983683,6.25816928339,-22.5152333944,-0.67550534921,9.64352669024,0
2.81052479107,18.8415661822,-9.76881161807,10.0087738125,13.5618731554,-19.3612508547,-8.49824495486,-22.5152333944,-1.13018786962,10.2275909956,0
2.81052479107,18.8415661822,-9.30053950989,10.1807658784,15.0645872712,-18.3207776411,-16.4842772714,-22.5152333944,-1.27377182343,10.5002699009,0
2.81052479107,18.8415661822,-9.37858486125,9.69345502495,13.3114208028,-18.6180557022,-26.7596920665,-22.5152333944,-0.627644031272,9.65817386205,0
2.81052479107,18.8415661822,-9.72978894238,10.0661045011,14.6889087423,-18.2092983683,-23.2064921783,-22.5152333944,-0.771227985086,9.81484531527,0
2.52713793634,18.8415661822,-9.65174359102,10.2954272557,12.1843852159,-17.9491800649,-20.6643634869,-22.5152333944,-0.412268100552,8.95519746103,0
2.78476234973,18.8415661822,-9.37858486125,9.98010846816,13.5618731554,-18.134978853,-23.8953869231,-22.5152333944,-1.15411852859,10.0390489854,0
2.75041242794,18.8415661822,-9.72978894238,9.92277777952,14.4384563896,-18.7666947327,-14.959537158,-22.5152333944,-0.67550534921,9.8206835805,0
2.38115076876,18.8415661822,-9.6907662667,9.8941124352,12.0591590396,-18.8781740056,-25.4401639526,-22.5152333944,-0.364406782614,9.248670975,0
2.81052479107,18.8415661822,-9.57369823966,9.98010846816,11.808706687,-18.3207776411,-23.6493071724,-22.5152333944,-0.962673256838,10.0130780533,0
2.78476234973,18.8415661822,-9.49565288829,9.98010846816,13.8123255081,-18.0606593377,-13.401179792,-22.5152333944,-1.13018786962,10.0285704171,0
2.62160022125,18.8415661822,-9.72978894238,10.0661045011,12.4348375686,-18.134978853,-1.61793736046,-22.5152333944,-0.795158644055,9.97146494751,0
2.65595014304,18.8415661822,-9.49565288829,9.80811640223,12.4348375686,-18.8781740056,-22.1839213016,-22.5152333944,-0.723366667148,9.89572019954,0
2.71606250616,18.8415661822,-9.72978894238,10.0087738125,12.9357422738,-18.5065764293,4.1364603793,-22.5152333944,-0.819089303024,9.7081607154,0
2.75899990839,18.8415661822,-9.6907662667,9.86544709088,16.0663966818,-18.2092983683,0.660586871351,-22.5152333944,-0.603713372303,9.44436864754,0
2.81052479107,18.8415661822,-9.6907662667,9.98010846816,11.433028158,-18.1721386106,-25.2527758038,-22.5152333944,-0.747297326117,9.76621470084,0
2.81052479107,18.8415661822,-9.53467556398,10.1521005341,12.9357422738,-17.9863398225,-9.21444357748,-22.5152333944,-0.747297326117,9.85008248513,0
,18.8415661822,-9.6907662667,10.0374391568,16.4420752107,-20.030126492,-13.3698785749,-22.5152333944,-1.34556380034,10.4487719248,0
2.76758738884,18.8415661822,-9.49565288829,10.0661045011,13.4366469791,-18.2092983683,-11.9783376462,-22.5152333944,-0.9148119389,9.88833404454,0
2.81052479107,18.8415661822,-9.92490232079,9.92277777952,14.9393610949,-19.2126118242,-16.3857245261,-22.5152333944,-1.44128643622,10.2339106469,1
2.72464998661,18.8415661822,-9.72978894238,10.5820806989,12.8105160975,-18.3950971564,-31.5772365937,-22.5152333944,-0.699436008179,9.59011348172,0
2.72464998661,18.8415661822,-9.72978894238,10.5820806989,12.8105160975,-18.3950971564,-18.6137952577,-22.5152333944,-0.699436008179,9.53930963549,0
2.81052479107,18.8415661822,-9.65174359102,9.95144312384,13.6870993317,-18.3579373988,-17.6648929168,-22.5152333944,-1.03446523374,10.1700970325,0
,18.8415661822,-9.65174359102,9.98010846816,13.9375516844,-18.0606593377,-17.3639649298,-22.5152333944,-0.747297326117,9.81786306626,0
2.78476234973,18.8415661822,-9.80783429375,10.0661045011,13.9375516844,-18.2836178835,-39.7699811733,-22.5152333944,-1.10625721065,10.0007585123,0
2.81052479107,18.8415661822,-9.80783429375,9.77945105791,13.1861946265,-18.0234995801,-21.0752465513,-22.5152333944,-0.579782713334,9.57958122906,1
2.81052479107,18.8415661822,-9.53467556398,9.75078571359,12.8105160975,-18.3579373988,-15.0435091511,-22.5152333944,-0.747297326117,9.5270711286,1
2.81052479107,18.8415661822,-9.61272091534,9.49279761469,13.8123255081,-18.6552154598,-3.92768735755,-22.5152333944,-0.364406782614,9.22168816515,1
2.59583777991,18.8415661822,-9.53467556398,9.6361243363,12.8105160975,-19.1011325513,-7.07444514216,-22.5152333944,-0.67550534921,9.5382938956,1
2.59583777991,18.8415661822,-9.61272091534,9.40680158173,13.0609684501,-18.0234995801,-14.0704585063,-22.5152333944,-0.364406782614,9.20651164397,1
2.72464998661,18.8415661822,-9.61272091534,10.0661045011,13.0609684501,-18.4694166717,-19.8707206325,-22.5152333944,-0.484060077459,9.53741454269,0
2.81052479107,18.8415661822,-9.45663021261,9.80811640223,15.1898134476,-18.3579373988,-9.04329415776,-22.5152333944,-0.890881279931,9.62529459116,0
2.81052479107,18.8415661822,-9.53467556398,9.98010846816,13.1861946265,-18.4694166717,-10.7651603054,-22.5152333944,-1.32163314137,10.4383575066,0
2.76758738884,18.8415661822,-9.57369823966,10.1234351898,12.6852899212,-18.0234995801,-19.2360538865,-22.5152333944,-0.244753487769,9.02516306108,0
2.81052479107,18.8415661822,-9.6907662667,9.80811640223,16.0663966818,-19.2869313395,-20.214262978,-22.5152333944,-0.651574690241,9.74980968762,1
2.71606250616,18.8415661822,-9.65174359102,10.1521005341,11.433028158,-18.8410142479,-20.2498880884,-22.5152333944,-0.484060077459,9.65489376253,0
2.75041242794,18.8415661822,-9.61272091534,9.95144312384,11.433028158,-18.9153337632,2.0179306349,-22.5152333944,-0.9148119389,9.82569831138,0
2.81052479107,18.8415661822,-9.53467556398,10.1521005341,12.1843852159,-18.3950971564,-19.5787415425,-22.5152333944,-0.651574690241,9.54399913735,0
2.81052479107,18.8415661822,-9.45663021261,10.0661045011,12.5600637449,-20.1044460073,-21.2754861718,-22.5152333944,-0.67550534921,9.52439647947,0
2.81052479107,18.8415661822,-9.65174359102,10.5247500103,11.808706687,-18.2836178835,-12.9194273047,-22.5152333944,-0.316545464676,9.44640230336,0
2.81052479107,18.8415661822,-9.45663021261,10.0087738125,12.9357422738,-18.0978190954,-27.568140073,-22.5152333944,-0.9148119389,9.77878075421,0
2.81052479107,18.8415661822,-9.49565288829,10.0374391568,12.3096113922,-18.2836178835,-36.1689251754,-22.5152333944,-1.03446523374,9.94260743501,0
2.78476234973,18.8415661822,-9.6907662667,10.0661045011,14.6889087423,-19.5842094005,-18.7732581628,-22.5152333944,-0.771227985086,9.75330323311,0
2.81052479107,18.8415661822,-9.96392499647,10.2954272557,15.5654919765,-18.4694166717,-22.9991164133,-22.5152333944,-0.890881279931,10.0339112666,0
2.81052479107,18.8415661822,-9.65174359102,10.0374391568,14.4384563896,-18.2464581259,-22.1280932092,-22.5152333944,-0.484060077459,9.35206483144,0
